Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
184,361,38.592000000000006,38.592000000000006,festival,161.53,68.5,2024-11-22 17:45:54.173103,,"-38.539882, -119.476108",MockSource,Festivals,USD,https://placeholder.url
183,381,38.592000000000006,38.592000000000006,festival,157.03,60.5,2024-11-22 17:45:54.173103,,"-42.932359, 136.302492",MockSource,Festivals,USD,https://placeholder.url
186,605,38.480000000000004,38.480000000000004,conference,174.15,35.4,2024-11-23 21:45:54.177139,,"-7.108782, -147.287924",MockSource,Conferences,USD,https://placeholder.url
185,338,38.480000000000004,38.480000000000004,conference,164.72,21.25,2024-11-23 21:45:54.173103,,"20.977622, 171.154624",MockSource,Conferences,USD,https://placeholder.url
187,822,38.168,38.168,festival,101.18,40.11,2024-11-23 22:30:54.181180,,"52.447504, -84.324324",MockSource,Festivals,USD,https://placeholder.url
188,746,37.904,37.904,virtual,10.35,7.05,2024-11-28 09:45:54.180165,,"87.826505, 24.123476",MockSource,Virtual,USD,https://placeholder.url
189,805,37.848000000000006,37.848000000000006,festival,120.01,13.29,2024-11-23 23:15:54.181180,,"78.729543, -151.605717",MockSource,Festivals,USD,https://placeholder.url
190,197,37.788119018052086,37.788119018052086,community,15.3,91.94,2024-11-28 19:45:54.170103,,"-81.7264, -136.51929",MockSource,Community,USD,https://placeholder.url
191,653,37.685,37.685,science,32.33,4.36,2024-12-09 22:45:54.178154,,"-35.480193, -96.568168",MockSource,Science,USD,https://placeholder.url
192,137,37.648,37.648,conference,105.42,93.68,2024-11-22 15:30:54.170103,,"-6.291885, 131.585476",MockSource,Conferences,USD,https://placeholder.url
193,121,37.544000000000004,37.544000000000004,festival,82.1,46.12,2024-11-23 16:15:54.169103,,"-64.81197, 39.022649",MockSource,Festivals,USD,https://placeholder.url
194,977,37.536,37.536,conference,252.18,68.58,2024-11-22 15:15:54.184153,,"38.638203, -118.588962",MockSource,Conferences,USD,https://placeholder.url
195,728,37.392,37.392,theater,71.79,43.17,2024-11-22 22:30:54.180165,,"-26.800819, 51.841616",MockSource,Theater,USD,https://placeholder.url
196,752,37.344,37.344,wellne,21.39,7.68,2024-11-24 23:45:54.180165,,"-13.203509, 168.949629",MockSource,Wellness,USD,https://placeholder.url
197,118,37.296,37.296,holiday,76.77,24.74,2024-11-23 17:00:54.169103,,"-65.068007, -104.175725",MockSource,Holiday,USD,https://placeholder.url
198,241,37.09338018826793,37.09338018826793,conference,342.69,3.76,2024-12-02 21:00:54.171103,,"-56.739067, 19.31309",MockSource,Conferences,USD,https://placeholder.url
199,214,37.04,37.04,theater,83.55,68.41,2024-11-23 17:45:54.171103,,"36.307896, -103.744589",MockSource,Theater,USD,https://placeholder.url
200,695,36.792,36.792,theater,135.04,22.02,2024-11-22 13:30:54.179186,,"-18.780724, -21.436035",MockSource,Theater,USD,https://placeholder.url
201,985,36.576,36.576,festival,187.79,88.59,2024-11-22 13:00:54.185136,,"38.862145, -136.471896",MockSource,Festivals,USD,https://placeholder.url
202,667,36.488,36.488,festival,93.61,27.78,2024-11-23 19:15:54.179186,,"14.316611, 148.336943",MockSource,Festivals,USD,https://placeholder.url
203,84,36.472,36.472,festival,107.76,62.74,2024-11-22 12:45:54.169103,,"13.630385, -14.304793",MockSource,Festivals,USD,https://placeholder.url
204,704,36.392,36.392,music,88.03,37.73,2024-11-23 19:30:54.179186,,"7.002212, -6.233468",MockSource,Music,USD,https://placeholder.url
205,932,36.304,36.304,family,77.53,14.1,2024-11-22 19:30:54.184153,,"7.464046, -150.053483",MockSource,Family,USD,https://placeholder.url
206,603,36.0162438470382,36.0162438470382,gaming,43.55,85.46,2024-11-29 16:00:54.177139,,"-21.193198, 139.100865",MockSource,Gaming,USD,https://placeholder.url
207,739,35.984,35.984,family,64.95,72.79,2024-11-23 08:30:54.180165,,"-77.556484, 21.496393",MockSource,Family,USD,https://placeholder.url
208,149,35.96,35.96,family,41.01,72.4,2024-11-23 09:00:54.170103,,"2.03168, -23.319938",MockSource,Family,USD,https://placeholder.url
209,953,35.9077294680065,35.9077294680065,gaming,20.83,9.51,2024-12-02 17:30:54.184153,,"-82.380435, 127.077471",MockSource,Gaming,USD,https://placeholder.url
210,1,35.904,35.904,festival,68.6,31.22,2024-11-23 09:45:54.167103,,"24.605471, -83.249576",MockSource,Festivals,USD,https://placeholder.url
211,648,35.88,35.88,holiday,78.68,9.56,2024-11-26 17:45:54.178154,,"-3.785279, 73.767208",MockSource,Holiday,USD,https://placeholder.url
212,93,35.86311904235764,35.86311904235764,science,48.37,88.35,2024-11-29 17:45:54.169103,,"3.285165, 22.246775",MockSource,Science,USD,https://placeholder.url
213,101,35.800000000000004,35.800000000000004,virtual,49.33,22.29,2024-11-23 10:45:54.169103,,"-7.353803, -74.541896",MockSource,Virtual,USD,https://placeholder.url
214,268,35.761421707138894,35.761421707138894,sport,218.11,46.6,2024-12-01 22:00:54.171103,,"37.114356, -32.676525",MockSource,Sports,USD,https://placeholder.url
215,184,35.728,35.728,pet,12.73,30.66,2024-11-23 11:15:54.170103,,"75.850555, -151.718297",MockSource,Pets,USD,https://placeholder.url
217,217,35.648,35.648,charity,20.27,59.41,2024-11-23 11:45:54.171103,,"17.698405, -15.677912",MockSource,Charity,USD,https://placeholder.url
216,931,35.648,35.648,pet,8.35,91.38,2024-11-23 11:45:54.183144,,"-29.10837, -103.67802",MockSource,Pets,USD,https://placeholder.url
218,638,35.592000000000006,35.592000000000006,holiday,80.59,68.18,2024-11-22 17:45:54.178154,,"42.430722, 72.133491",MockSource,Holiday,USD,https://placeholder.url
220,796,35.56,35.56,wellne,63.78,58.06,2024-11-23 12:15:54.181180,,"-77.374359, -136.414562",MockSource,Wellness,USD,https://placeholder.url
219,896,35.56,35.56,wellne,33.1,81.21,2024-11-23 12:15:54.183144,,"-24.318583, 149.77691",MockSource,Wellness,USD,https://placeholder.url
221,945,35.536,35.536,festival,161.28,63.52,2024-11-22 10:30:54.184153,,"-32.437108, -120.152096",MockSource,Festivals,USD,https://placeholder.url
223,693,35.512,35.512,virtual,16.82,47.12,2024-11-23 12:30:54.179186,,"66.347321, -94.487623",MockSource,Virtual,USD,https://placeholder.url
222,946,35.512,35.512,pet,2.18,18.75,2024-11-23 12:30:54.184153,,"43.534316, -18.973007",MockSource,Pets,USD,https://placeholder.url
224,400,35.464,35.464,charity,17.1,41.69,2024-11-23 12:45:54.174103,,"68.667103, 99.610743",MockSource,Charity,USD,https://placeholder.url
225,220,35.408,35.408,virtual,44.5,61.75,2024-11-23 13:00:54.171103,,"59.56749, 5.601417",MockSource,Virtual,USD,https://placeholder.url
227,250,35.376,35.376,theater,78.95,85.15,2024-11-23 22:00:54.171103,,"36.810681, -11.948535",MockSource,Theater,USD,https://placeholder.url
226,533,35.376,35.376,theater,71.89,69.92,2024-11-23 22:00:54.176103,,"-36.782945, 105.490122",MockSource,Theater,USD,https://placeholder.url
228,631,35.36000000000001,35.36000000000001,film,23.06,82.03,2024-11-23 13:15:54.178154,,"-66.246015, 43.845407",MockSource,Film,USD,https://placeholder.url
230,285,35.296,35.296,charity,21.3,80.58,2024-11-23 13:30:54.172103,,"87.588708, -165.712019",MockSource,Charity,USD,https://placeholder.url
229,681,35.296,35.296,film,9.8,56.41,2024-11-23 13:30:54.179186,,"-4.016101, 87.006033",MockSource,Film,USD,https://placeholder.url
232,557,35.24,35.24,charity,6.99,11.38,2024-11-23 13:45:54.177139,,"-48.687901, -149.770301",MockSource,Charity,USD,https://placeholder.url
231,64,35.24,35.24,workshop,18.21,8.38,2024-11-27 20:15:54.168103,,"-83.940512, 126.934084",MockSource,Workshops,USD,https://placeholder.url
233,450,35.24,35.24,film,7.49,92.75,2024-11-23 13:45:54.175103,,"-65.921258, -36.032237",MockSource,Film,USD,https://placeholder.url
234,682,35.20605004602627,35.20605004602627,family,45.84,2.2,2024-12-03 19:15:54.179186,,"-51.45472, 11.199206",MockSource,Family,USD,https://placeholder.url
235,143,35.176,35.176,holiday,89.58,71.22,2024-11-22 16:45:54.170103,,"-59.275179, -39.865408",MockSource,Holiday,USD,https://placeholder.url
236,558,35.176,35.176,holiday,99.87,91.26,2024-11-22 16:45:54.177139,,"28.017475, -63.080256",MockSource,Holiday,USD,https://placeholder.url
237,427,35.176,35.176,music,42.35,75.67,2024-11-23 14:00:54.174103,,"14.670011, -10.44063",MockSource,Music,USD,https://placeholder.url
238,569,35.072,35.072,wellne,73.68,81.93,2024-11-22 16:30:54.177139,,"-45.462557, -43.257695",MockSource,Wellness,USD,https://placeholder.url
239,96,35.048,35.048,conference,438.0,6.92,2024-11-24 12:15:54.169103,,"-28.573863, -21.821881",MockSource,Conferences,USD,https://placeholder.url
240,891,35.024,35.024,virtual,29.04,8.93,2024-11-24 22:15:54.183144,,"-2.500633, -89.7738",MockSource,Virtual,USD,https://placeholder.url
241,957,34.984,34.984,wellne,48.79,61.31,2024-11-23 14:45:54.184153,,"61.817004, -6.533201",MockSource,Wellness,USD,https://placeholder.url
242,218,34.984,34.984,charity,24.35,79.94,2024-11-23 14:45:54.171103,,"-13.771339, -7.952846",MockSource,Charity,USD,https://placeholder.url
243,462,34.968,34.968,holiday,76.58,53.07,2024-11-22 16:15:54.175103,,"-40.123533, 32.911808",MockSource,Holiday,USD,https://placeholder.url
246,495,34.912,34.912,virtual,26.2,10.02,2024-11-23 15:00:54.175103,,"50.106693, -33.121582",MockSource,Virtual,USD,https://placeholder.url
245,865,34.912,34.912,virtual,47.57,70.57,2024-11-23 15:00:54.182140,,"6.766341, 5.259729",MockSource,Virtual,USD,https://placeholder.url
244,706,34.912,34.912,film,38.53,67.75,2024-11-23 15:00:54.179186,,"-84.523252, -133.346963",MockSource,Film,USD,https://placeholder.url
247,525,34.848000000000006,34.848000000000006,outdoor,77.25,61.19,2024-11-23 23:15:54.176103,,"-24.205089, -65.604379",MockSource,Outdoors,USD,https://placeholder.url
248,455,34.848000000000006,34.848000000000006,family,9.23,41.87,2024-11-23 15:15:54.175103,,"15.595558, -171.390988",MockSource,Family,USD,https://placeholder.url
250,617,34.848000000000006,34.848000000000006,outdoor,36.46,58.8,2024-11-23 15:15:54.178154,,"35.111784, -73.748626",MockSource,Outdoors,USD,https://placeholder.url
249,941,34.848000000000006,34.848000000000006,film,15.92,22.26,2024-11-23 15:15:54.184153,,"-86.317244, 9.466837",MockSource,Film,USD,https://placeholder.url
251,471,34.776,34.776,theater,64.7,60.42,2024-11-22 23:45:54.175103,,"-59.851771, -2.016161",MockSource,Theater,USD,https://placeholder.url
253,798,34.768,34.768,holiday,7.16,31.84,2024-11-23 15:30:54.181180,,"-38.082674, 128.408607",MockSource,Holiday,USD,https://placeholder.url
252,391,34.768,34.768,film,6.72,26.87,2024-11-23 15:30:54.173103,,"36.558363, 31.935529",MockSource,Film,USD,https://placeholder.url
256,428,34.704,34.704,conference,377.36,37.97,2024-11-22 23:30:54.174103,,"57.988033, 99.911335",MockSource,Conferences,USD,https://placeholder.url
255,25,34.704,34.704,family,46.23,96.89,2024-11-22 23:30:54.168103,,"-10.372747, -21.765655",MockSource,Family,USD,https://placeholder.url
254,76,34.704,34.704,workshop,41.61,51.05,2024-11-22 23:30:54.169103,,"36.038637, -7.42686",MockSource,Workshops,USD,https://placeholder.url
258,279,34.624,34.624,virtual,27.87,46.57,2024-11-22 23:15:54.172103,,"-17.19634, -116.55042",MockSource,Virtual,USD,https://placeholder.url
257,385,34.624,34.624,theater,68.33,47.18,2024-11-22 23:15:54.173103,,"17.666624, -59.842218",MockSource,Theater,USD,https://placeholder.url
259,544,34.552,34.552,pet,33.76,30.4,2024-11-22 23:00:54.176103,,"13.6845, 136.84317",MockSource,Pets,USD,https://placeholder.url
261,799,34.544000000000004,34.544000000000004,pet,30.83,53.97,2024-11-23 16:15:54.181180,,"-6.717393, -106.080246",MockSource,Pets,USD,https://placeholder.url
260,187,34.544000000000004,34.544000000000004,outdoor,10.95,84.85,2024-11-23 16:15:54.170103,,"-34.110571, -120.920572",MockSource,Outdoors,USD,https://placeholder.url
262,362,34.544000000000004,34.544000000000004,wellne,30.92,54.18,2024-11-23 16:15:54.173103,,"3.66897, -138.572313",MockSource,Wellness,USD,https://placeholder.url
265,317,34.472,34.472,family,67.04,68.76,2024-11-22 22:45:54.172103,,"42.819695, 156.438837",MockSource,Family,USD,https://placeholder.url
264,713,34.472,34.472,wellne,40.0,13.6,2024-11-22 22:45:54.180165,,"-16.182706, -71.283439",MockSource,Wellness,USD,https://placeholder.url
263,276,34.472,34.472,film,24.82,21.45,2024-11-22 22:45:54.172103,,"14.818195, 5.889408",MockSource,Film,USD,https://placeholder.url
266,680,34.464,34.464,virtual,15.42,75.78,2024-11-23 16:30:54.179186,,"19.368331, -2.912212",MockSource,Virtual,USD,https://placeholder.url
267,472,34.419368896524304,34.419368896524304,gaming,12.73,99.28,2024-11-30 10:15:54.175103,,"-41.196717, -41.146157",MockSource,Gaming,USD,https://placeholder.url
268,69,34.392,34.392,holiday,4.57,92.06,2024-11-22 22:30:54.168103,,"81.67821, 23.384865",MockSource,Holiday,USD,https://placeholder.url
269,919,34.304,34.304,charity,48.11,14.66,2024-11-22 22:15:54.183144,,"62.730153, 112.929445",MockSource,Charity,USD,https://placeholder.url
270,716,34.296,34.296,family,5.74,47.15,2024-11-23 17:00:54.180165,,"49.718474, 120.40881",MockSource,Family,USD,https://placeholder.url
271,882,34.224000000000004,34.224000000000004,wellne,14.9,97.72,2024-11-22 22:00:54.183144,,"-23.784722, -128.919426",MockSource,Wellness,USD,https://placeholder.url
273,182,34.224000000000004,34.224000000000004,music,29.66,53.94,2024-11-22 22:00:54.170103,,"60.496748, -51.556966",MockSource,Music,USD,https://placeholder.url
272,502,34.224000000000004,34.224000000000004,holiday,25.37,69.18,2024-11-22 22:00:54.176103,,"-88.056996, 91.465685",MockSource,Holiday,USD,https://placeholder.url
275,436,34.216,34.216,family,57.79,86.41,2024-11-23 17:15:54.174103,,"56.716119, 47.045409",MockSource,Family,USD,https://placeholder.url
274,106,34.216,34.216,family,7.19,57.76,2024-11-23 17:15:54.169103,,"-87.153582, -97.058274",MockSource,Family,USD,https://placeholder.url
277,754,34.216,34.216,outdoor,80.4,14.8,2024-11-22 14:30:54.180165,,"-73.93966, 137.622455",MockSource,Outdoors,USD,https://placeholder.url
276,81,34.216,34.216,film,36.02,61.86,2024-11-23 17:15:54.169103,,"87.878253, -173.213578",MockSource,Film,USD,https://placeholder.url
280,563,34.128,34.128,outdoor,20.52,85.94,2024-11-23 17:30:54.177139,,"45.514663, -3.781659",MockSource,Outdoors,USD,https://placeholder.url
278,515,34.128,34.128,pet,40.68,47.31,2024-11-23 17:30:54.176103,,"-66.168933, -7.111759",MockSource,Pets,USD,https://placeholder.url
279,859,34.128,34.128,holiday,34.96,92.43,2024-11-23 17:30:54.182140,,"28.231606, 87.651684",MockSource,Holiday,USD,https://placeholder.url
281,545,34.128,34.128,pet,10.86,82.28,2024-11-23 17:30:54.176103,,"-81.175422, -36.876142",MockSource,Pets,USD,https://placeholder.url
282,507,34.04,34.04,family,48.59,18.47,2024-11-23 17:45:54.176103,,"-68.346494, -78.82777",MockSource,Family,USD,https://placeholder.url
283,906,33.96,33.96,film,25.1,24.71,2024-11-22 21:15:54.183144,,"-64.124504, 8.741617",MockSource,Film,USD,https://placeholder.url
284,871,33.88,33.88,exhibition,87.11,4.77,2024-11-26 15:15:54.182140,,"-65.197133, 67.382865",MockSource,Exhibitions,USD,https://placeholder.url
287,791,33.864,33.864,workshop,29.2,90.76,2024-11-23 18:15:54.181180,,"43.374948, 161.8416",MockSource,Workshops,USD,https://placeholder.url
286,898,33.864,33.864,family,52.67,42.89,2024-11-23 18:15:54.183144,,"-54.656504, -83.218597",MockSource,Family,USD,https://placeholder.url
285,880,33.864,33.864,holiday,47.8,49.48,2024-11-23 18:15:54.183144,,"69.239348, 146.5276",MockSource,Holiday,USD,https://placeholder.url
288,401,33.592000000000006,33.592000000000006,charity,10.22,34.29,2024-11-22 20:15:54.174103,,"15.78055, 75.094825",MockSource,Charity,USD,https://placeholder.url
289,257,33.583999999999996,33.583999999999996,conference,180.42,17.56,2024-11-24 10:00:54.171103,,"-69.519419, 84.683392",MockSource,Conferences,USD,https://placeholder.url
290,909,33.50061870108334,33.50061870108334,science,34.74,94.12,2024-11-30 20:45:54.183144,,"44.738109, -78.392314",MockSource,Science,USD,https://placeholder.url
292,893,33.496,33.496,film,9.24,81.08,2024-11-22 20:00:54.183144,,"16.158432, -98.282228",MockSource,Film,USD,https://placeholder.url
291,551,33.496,33.496,virtual,41.05,33.96,2024-11-22 20:00:54.176103,,"-71.473861, 104.092351",MockSource,Virtual,USD,https://placeholder.url
293,701,33.488,33.488,holiday,21.33,54.16,2024-11-23 19:15:54.179186,,"82.799628, -20.226183",MockSource,Holiday,USD,https://placeholder.url
294,655,33.488,33.488,film,37.41,66.82,2024-11-23 19:15:54.178154,,"83.528208, -171.92055",MockSource,Film,USD,https://placeholder.url
295,226,33.472,33.472,theater,91.27,97.1,2024-11-22 12:45:54.171103,,"-4.484134, 45.586474",MockSource,Theater,USD,https://placeholder.url
296,596,33.424,33.424,workshop,45.26,9.29,2024-11-28 17:30:54.177139,,"-44.268716, 40.235457",MockSource,Workshops,USD,https://placeholder.url
297,524,33.41311887221875,33.41311887221875,science,33.2,20.33,2024-11-30 21:45:54.176103,,"89.260763, 134.568751",MockSource,Science,USD,https://placeholder.url
298,857,33.4,33.4,film,9.63,30.04,2024-11-22 19:45:54.182140,,"-36.626588, 75.822035",MockSource,Film,USD,https://placeholder.url
299,659,33.4,33.4,outdoor,52.02,76.64,2024-11-22 19:45:54.178154,,"32.384987, 108.612689",MockSource,Outdoors,USD,https://placeholder.url
300,51,33.3912440666632,33.3912440666632,science,47.26,66.79,2024-11-30 22:00:54.168103,,"32.185194, -177.298928",MockSource,Science,USD,https://placeholder.url
301,389,33.34749394513542,33.34749394513542,gaming,42.17,40.6,2024-11-30 22:30:54.173103,,"78.288893, -86.561559",MockSource,Gaming,USD,https://placeholder.url
302,40,33.325619066663194,33.325619066663194,gaming,15.51,50.94,2024-11-30 22:45:54.168103,,"-16.823036, -136.434903",MockSource,Gaming,USD,https://placeholder.url
303,652,33.304,33.304,holiday,47.06,60.1,2024-11-22 19:30:54.178154,,"-52.817563, -151.631108",MockSource,Holiday,USD,https://placeholder.url
304,264,33.296,33.296,pet,23.11,31.33,2024-11-23 19:45:54.171103,,"-39.743812, 142.140005",MockSource,Pets,USD,https://placeholder.url
305,933,33.264,33.264,wellne,43.04,9.37,2024-11-26 21:45:54.184153,,"-15.567515, -10.194907",MockSource,Wellness,USD,https://placeholder.url
306,836,33.25999372548612,33.25999372548612,community,4.43,40.54,2024-11-30 23:30:54.182140,,"-24.233374, -76.90743",MockSource,Community,USD,https://placeholder.url
307,771,33.256,33.256,holiday,98.21,31.57,2024-11-22 12:15:54.181180,,"-51.518662, 124.285052",MockSource,Holiday,USD,https://placeholder.url
308,196,33.104000000000006,33.104000000000006,charity,3.04,19.24,2024-11-22 19:00:54.170103,,"-70.171732, -111.014881",MockSource,Charity,USD,https://placeholder.url
309,772,33.0,33.0,virtual,3.92,83.92,2024-11-22 18:45:54.181180,,"1.383586, 25.480542",MockSource,Virtual,USD,https://placeholder.url
310,289,32.992000000000004,32.992000000000004,theater,55.93,92.01,2024-11-23 20:30:54.172103,,"-80.842422, -131.069401",MockSource,Theater,USD,https://placeholder.url
311,764,32.816,32.816,festival,171.29,18.41,2024-11-24 12:30:54.180165,,"-17.748754, -119.045832",MockSource,Festivals,USD,https://placeholder.url
312,540,32.800000000000004,32.800000000000004,pet,36.96,37.14,2024-11-22 18:15:54.176103,,"7.060515, 37.292186",MockSource,Pets,USD,https://placeholder.url
313,547,32.792,32.792,virtual,18.21,82.4,2024-11-23 21:00:54.176103,,"66.260575, -109.05568",MockSource,Virtual,USD,https://placeholder.url
314,15,32.792,32.792,workshop,36.14,75.18,2024-11-23 21:00:54.168103,,"13.241325, 98.121185",MockSource,Workshops,USD,https://placeholder.url
315,348,32.696,32.696,charity,18.77,79.4,2024-11-22 18:00:54.173103,,"-37.571701, -115.530367",MockSource,Charity,USD,https://placeholder.url
316,164,32.696,32.696,charity,12.86,48.59,2024-11-22 18:00:54.170103,,"-41.67613, -62.350345",MockSource,Charity,USD,https://placeholder.url
317,831,32.688,32.688,outdoor,23.59,10.18,2024-11-23 21:15:54.182140,,"33.574821, -44.838077",MockSource,Outdoors,USD,https://placeholder.url
318,341,32.592000000000006,32.592000000000006,film,20.95,44.87,2024-11-22 17:45:54.173103,,"-75.330277, -20.871887",MockSource,Film,USD,https://placeholder.url
319,230,32.592000000000006,32.592000000000006,family,42.11,11.51,2024-11-22 17:45:54.171103,,"-81.228595, 90.446906",MockSource,Family,USD,https://placeholder.url
321,62,32.488,32.488,wellne,51.83,54.42,2024-11-22 17:30:54.168103,,"-78.806839, -73.498895",MockSource,Wellness,USD,https://placeholder.url
320,336,32.488,32.488,wellne,51.18,49.58,2024-11-22 17:30:54.173103,,"67.850835, 68.434365",MockSource,Wellness,USD,https://placeholder.url
322,298,32.480000000000004,32.480000000000004,outdoor,3.95,87.12,2024-11-23 21:45:54.172103,,"-24.321685, 77.103799",MockSource,Outdoors,USD,https://placeholder.url
325,131,32.376,32.376,charity,1.97,31.7,2024-11-23 22:00:54.169103,,"-25.760138, 97.961728",MockSource,Charity,USD,https://placeholder.url
324,881,32.376,32.376,family,36.11,70.11,2024-11-23 22:00:54.183144,,"-20.401224, 86.176432",MockSource,Family,USD,https://placeholder.url
323,27,32.376,32.376,charity,27.35,29.6,2024-11-23 22:00:54.168103,,"85.828591, 24.357037",MockSource,Charity,USD,https://placeholder.url
326,636,32.32,32.32,charity,41.27,9.84,2024-11-26 20:45:54.178154,,"40.641461, -6.869132",MockSource,Charity,USD,https://placeholder.url
327,224,32.305,32.305,conference,493.94,2.98,2024-11-27 21:15:54.171103,,"27.993857, 168.468112",MockSource,Conferences,USD,https://placeholder.url
328,853,32.28,32.28,music,48.5,44.7,2024-11-22 17:00:54.182140,,"35.810401, 173.474231",MockSource,Music,USD,https://placeholder.url
329,683,32.28,32.28,virtual,28.14,51.59,2024-11-22 17:00:54.179186,,"37.320777, -128.700744",MockSource,Virtual,USD,https://placeholder.url
331,139,32.272000000000006,32.272000000000006,conference,320.34,45.07,2024-11-23 22:15:54.170103,,"26.225039, 62.351154",MockSource,Conferences,USD,https://placeholder.url
330,777,32.272000000000006,32.272000000000006,workshop,49.97,58.06,2024-11-23 22:15:54.181180,,"-20.568668, -156.895977",MockSource,Workshops,USD,https://placeholder.url
333,354,32.176,32.176,workshop,10.78,99.9,2024-11-22 16:45:54.173103,,"4.106257, -128.235897",MockSource,Workshops,USD,https://placeholder.url
334,244,32.176,32.176,pet,8.8,98.88,2024-11-22 16:45:54.171103,,"33.468053, 24.019937",MockSource,Pets,USD,https://placeholder.url
332,820,32.176,32.176,pet,44.48,16.92,2024-11-22 16:45:54.181180,,"48.266231, -173.389678",MockSource,Pets,USD,https://placeholder.url
335,319,32.176,32.176,wellne,66.31,32.25,2024-11-22 16:45:54.172103,,"-49.993095, -43.274376",MockSource,Wellness,USD,https://placeholder.url
336,833,32.064,32.064,nightlife,93.63,6.45,2024-11-22 16:15:54.182140,,"-11.898973, 91.683616",MockSource,Nightlife,USD,https://placeholder.url
337,904,32.0,32.0,theater,147.34,35.21,2024-11-24 15:45:54.183144,,"-0.468817, 162.030932",MockSource,Theater,USD,https://placeholder.url
338,193,31.968000000000004,31.968000000000004,wellne,35.43,56.65,2024-11-22 16:15:54.170103,,"-54.272621, 95.908517",MockSource,Wellness,USD,https://placeholder.url
339,90,31.96356883123785,31.96356883123785,charity,43.36,4.25,2024-12-04 17:45:54.169103,,"-10.922985, 98.640174",MockSource,Charity,USD,https://placeholder.url
342,421,31.856,31.856,charity,8.41,81.42,2024-11-22 16:00:54.174103,,"-55.994809, -161.46349",MockSource,Charity,USD,https://placeholder.url
341,223,31.856,31.856,virtual,21.93,50.55,2024-11-22 16:00:54.171103,,"-42.550381, 168.139264",MockSource,Virtual,USD,https://placeholder.url
340,616,31.856,31.856,wellne,50.5,90.06,2024-11-22 16:00:54.178154,,"-46.745552, 145.49088",MockSource,Wellness,USD,https://placeholder.url
343,765,31.784,31.784,festival,160.15,62.55,2024-11-24 16:45:54.180165,,"-65.262517, -1.961321",MockSource,Festivals,USD,https://placeholder.url
344,152,31.752,31.752,wellne,62.34,20.92,2024-11-22 15:45:54.170103,,"-62.148569, 79.216622",MockSource,Wellness,USD,https://placeholder.url
345,845,31.744,31.744,virtual,14.39,23.63,2024-11-23 23:30:54.182140,,"-38.033403, 171.24453",MockSource,Virtual,USD,https://placeholder.url
346,726,31.744,31.744,holiday,50.11,56.71,2024-11-23 23:30:54.180165,,"86.922084, 156.706115",MockSource,Holiday,USD,https://placeholder.url
347,657,31.736000000000004,31.736000000000004,festival,155.65,33.45,2024-11-24 17:00:54.178154,,"-13.293516, 1.83926",MockSource,Festivals,USD,https://placeholder.url
348,656,31.648000000000003,31.648000000000003,wellne,10.33,41.32,2024-11-22 15:30:54.178154,,"-34.822717, 110.213788",MockSource,Wellness,USD,https://placeholder.url
350,372,31.64,31.64,charity,45.87,55.45,2024-11-23 23:45:54.173103,,"65.085824, 41.549651",MockSource,Charity,USD,https://placeholder.url
349,116,31.64,31.64,holiday,26.84,90.07,2024-11-23 23:45:54.169103,,"71.996494, 46.280656",MockSource,Holiday,USD,https://placeholder.url
351,438,31.64,31.64,holiday,29.78,89.05,2024-11-23 23:45:54.174103,,"-12.868215, -41.458881",MockSource,Holiday,USD,https://placeholder.url
352,546,31.632,31.632,conference,137.49,85.7,2024-11-24 17:30:54.176103,,"4.203628, -33.771424",MockSource,Conferences,USD,https://placeholder.url
353,987,31.632,31.632,music,138.68,14.44,2024-11-24 17:30:54.185136,,"-83.840021, -72.078303",MockSource,Music,USD,https://placeholder.url
355,760,31.536,31.536,music,67.45,63.61,2024-11-22 15:15:54.180165,,"18.880294, 77.213883",MockSource,Music,USD,https://placeholder.url
354,646,31.536,31.536,virtual,33.79,35.69,2024-11-22 15:15:54.178154,,"-25.939386, 98.291798",MockSource,Virtual,USD,https://placeholder.url
356,576,31.432000000000002,31.432000000000002,outdoor,21.38,41.5,2024-11-22 15:00:54.177139,,"81.672445, -172.881974",MockSource,Outdoors,USD,https://placeholder.url
357,3,31.408,31.408,theater,118.07,54.3,2024-11-24 18:45:54.167103,,"-37.237581, -157.258384",MockSource,Theater,USD,https://placeholder.url
358,645,31.368000000000002,31.368000000000002,music,142.87,28.98,2024-11-24 19:00:54.178154,,"-19.651878, 24.675898",MockSource,Music,USD,https://placeholder.url
359,380,31.28,31.28,music,135.88,15.74,2024-11-24 19:30:54.173103,,"25.195482, -123.434783",MockSource,Music,USD,https://placeholder.url
360,595,31.2256188470382,31.2256188470382,science,25.69,55.35,2024-12-01 22:45:54.177139,,"55.724685, 73.244535",MockSource,Science,USD,https://placeholder.url
361,654,31.216000000000005,31.216000000000005,music,38.13,79.75,2024-11-22 14:30:54.178154,,"-25.870492, -145.445875",MockSource,Music,USD,https://placeholder.url
362,851,31.216000000000005,31.216000000000005,pet,43.57,24.86,2024-11-22 14:30:54.182140,,"39.966585, 31.56174",MockSource,Pets,USD,https://placeholder.url
363,138,31.048000000000002,31.048000000000002,theater,124.37,89.82,2024-11-24 21:00:54.170103,,"-24.636338, -58.631373",MockSource,Theater,USD,https://placeholder.url
364,266,31.008,31.008,music,87.27,16.8,2024-11-24 08:45:54.171103,,"47.482022, 125.460178",MockSource,Music,USD,https://placeholder.url
