contentId,title,description,location,source,type,currencyCode,amount,url,distance
292,Exhibitions,,"7.075118, -23.311015",MockSource,Exhibitions,USD,90.58,https://placeholder.url,68.81
51,Exhibitions,,"-57.605285, -145.282588",MockSource,Exhibitions,USD,56.18,https://placeholder.url,32.32
67,Exhibitions,,"30.964091, -71.452648",MockSource,Exhibitions,USD,39.35,https://placeholder.url,94.09
776,Family,,"-82.362652, 93.40588",MockSource,Family,USD,60.28,https://placeholder.url,59.23
299,Wellness,,"35.39546, 102.551284",MockSource,Wellness,USD,67.22,https://placeholder.url,40.25
755,Gaming,,"-57.351837, 34.742965",MockSource,Gaming,USD,56.55,https://placeholder.url,57.52
382,Holiday,,"23.675747, -176.470276",MockSource,Holiday,USD,63.58,https://placeholder.url,66.08
73,Theater,,"45.267891, 103.090671",MockSource,Theater,USD,73.99,https://placeholder.url,57.3
821,Exhibitions,,"11.273028, 2.134672",MockSource,Exhibitions,USD,25.94,https://placeholder.url,43.27
576,Charity,,"-5.703431, 162.962795",MockSource,Charity,USD,25.45,https://placeholder.url,30.81
988,Workshops,,"63.749314, -94.102599",MockSource,Workshops,USD,35.11,https://placeholder.url,59.14
556,Exhibitions,,"34.001101, -156.782078",MockSource,Exhibitions,USD,83.29,https://placeholder.url,48.87
643,Nightlife,,"8.744318, -161.719233",MockSource,Nightlife,USD,63.58,https://placeholder.url,78.51
659,Theater,,"87.673545, 89.124824",MockSource,Theater,USD,98.44,https://placeholder.url,25.54
83,Wellness,,"69.603793, -9.974053",MockSource,Wellness,USD,52.25,https://placeholder.url,88.75
946,Wellness,,"56.486825, 45.828215",MockSource,Wellness,USD,27.9,https://placeholder.url,65.23
608,Film,,"71.157407, -122.976894",MockSource,Film,USD,29.34,https://placeholder.url,83.69
174,Nightlife,,"28.302102, -100.4276",MockSource,Nightlife,USD,97.74,https://placeholder.url,8.14
747,Outdoors,,"86.232402, 173.613846",MockSource,Outdoors,USD,59.2,https://placeholder.url,96.84
95,Gaming,,"-36.08959, -104.242319",MockSource,Gaming,USD,46.15,https://placeholder.url,66.82
39,Workshops,,"-28.822807, -168.866328",MockSource,Workshops,USD,49.21,https://placeholder.url,51.84
101,Charity,,"57.536775, 20.545073",MockSource,Charity,USD,16.23,https://placeholder.url,23.54
291,Gaming,,"-72.912735, 93.678102",MockSource,Gaming,USD,43.9,https://placeholder.url,47.08
198,Science,,"17.838743, -96.36367",MockSource,Science,USD,52.15,https://placeholder.url,64.3
371,Nightlife,,"-68.166503, 16.36746",MockSource,Nightlife,USD,50.3,https://placeholder.url,96.78
639,Outdoors,,"-81.293648, 107.858481",MockSource,Outdoors,USD,37.13,https://placeholder.url,84.3
254,Community,,"-55.954021, 124.577612",MockSource,Community,USD,11.07,https://placeholder.url,24.59
136,Theater,,"58.192172, -99.492738",MockSource,Theater,USD,63.19,https://placeholder.url,91.85
619,Holiday,,"88.95337, 47.436243",MockSource,Holiday,USD,30.91,https://placeholder.url,47.53
725,Outdoors,,"52.274549, 114.8337",MockSource,Outdoors,USD,26.69,https://placeholder.url,77.41
202,Conferences,,"60.55675, -68.177332",MockSource,Conferences,USD,128.99,https://placeholder.url,77.51
237,Networking,,"-37.067221, 8.896742",MockSource,Networking,USD,13.81,https://placeholder.url,33.14
34,Holiday,,"15.081792, 30.639882",MockSource,Holiday,USD,2.78,https://placeholder.url,93.47
702,Exhibitions,,"36.582605, -65.044574",MockSource,Exhibitions,USD,14.66,https://placeholder.url,88.92
548,Nightlife,,"18.392242, 65.655604",MockSource,Nightlife,USD,34.63,https://placeholder.url,79.04
824,Exhibitions,,"-7.816953, -52.236337",MockSource,Exhibitions,USD,41.73,https://placeholder.url,83.85
915,Wellness,,"78.561641, -153.297072",MockSource,Wellness,USD,67.47,https://placeholder.url,43.24
738,Wellness,,"-63.386619, 53.12389",MockSource,Wellness,USD,79.96,https://placeholder.url,85.28
710,Pets,,"-22.193704, 159.609616",MockSource,Pets,USD,29.05,https://placeholder.url,89.93
689,Community,,"-76.916695, -162.880137",MockSource,Community,USD,15.92,https://placeholder.url,24.87
317,Theater,,"-2.646519, -54.451233",MockSource,Theater,USD,109.92,https://placeholder.url,79.9
641,Charity,,"31.616488, 119.647964",MockSource,Charity,USD,47.24,https://placeholder.url,60.16
499,Holiday,,"-31.962302, -18.098862",MockSource,Holiday,USD,30.94,https://placeholder.url,62.57
491,Family,,"53.262038, -22.770085",MockSource,Family,USD,62.08,https://placeholder.url,85.38
100,Holiday,,"-19.426239, -102.121103",MockSource,Holiday,USD,73.44,https://placeholder.url,62.93
917,Holiday,,"36.246508, -83.747271",MockSource,Holiday,USD,99.19,https://placeholder.url,75.45
577,Family,,"-66.860814, 166.399337",MockSource,Family,USD,79.01,https://placeholder.url,56.39
595,Family,,"53.549106, 90.457207",MockSource,Family,USD,72.5,https://placeholder.url,63.88
266,Holiday,,"-40.545399, 176.001572",MockSource,Holiday,USD,30.39,https://placeholder.url,85.05
766,Pets,,"79.739684, 172.847128",MockSource,Pets,USD,9.02,https://placeholder.url,49.54
704,Holiday,,"14.404268, 136.699725",MockSource,Holiday,USD,10.88,https://placeholder.url,57.93
817,Family,,"-58.536738, -22.889468",MockSource,Family,USD,48.53,https://placeholder.url,57.09
282,Community,,"-22.206074, 73.303533",MockSource,Community,USD,7.1,https://placeholder.url,63.84
45,Wellness,,"-70.511347, 56.309035",MockSource,Wellness,USD,35.27,https://placeholder.url,79.82
622,Virtual,,"-33.287137, 70.186939",MockSource,Virtual,USD,15.16,https://placeholder.url,75.44
859,Charity,,"-83.065792, 85.566695",MockSource,Charity,USD,12.04,https://placeholder.url,43.12
454,Workshops,,"-89.964816, 10.107338",MockSource,Workshops,USD,19.39,https://placeholder.url,83.9
590,Workshops,,"-73.554918, -60.468669",MockSource,Workshops,USD,40.4,https://placeholder.url,90.47
195,Pets,,"66.999484, -163.375309",MockSource,Pets,USD,14.36,https://placeholder.url,18.92
528,Holiday,,"-12.614397, 101.165835",MockSource,Holiday,USD,16.76,https://placeholder.url,95.48
422,Holiday,,"-63.143401, -163.120616",MockSource,Holiday,USD,88.65,https://placeholder.url,89.55
481,Outdoors,,"73.063427, 31.551864",MockSource,Outdoors,USD,81.83,https://placeholder.url,0.4
276,Film,,"28.673296, 138.243051",MockSource,Film,USD,23.67,https://placeholder.url,29.95
89,Holiday,,"73.495805, -1.417752",MockSource,Holiday,USD,4.16,https://placeholder.url,42.73
432,Virtual,,"4.46667, -34.610402",MockSource,Virtual,USD,38.24,https://placeholder.url,28.53
630,Wellness,,"27.437514, -114.782511",MockSource,Wellness,USD,20.34,https://placeholder.url,99.83
692,Film,,"2.651286, -167.379049",MockSource,Film,USD,27.34,https://placeholder.url,71.45
486,Charity,,"-42.641782, -178.594577",MockSource,Charity,USD,25.11,https://placeholder.url,87.87
697,Outdoors,,"21.990075, -69.292126",MockSource,Outdoors,USD,27.05,https://placeholder.url,76.6
293,Pets,,"-76.242169, -106.394482",MockSource,Pets,USD,38.97,https://placeholder.url,22.3
752,Wellness,,"84.781035, 41.044559",MockSource,Wellness,USD,28.19,https://placeholder.url,61.39
9,Exhibitions,,"-56.894794, -153.612295",MockSource,Exhibitions,USD,11.53,https://placeholder.url,32.04
320,Virtual,,"25.530797, -6.932689",MockSource,Virtual,USD,4.67,https://placeholder.url,95.42
543,Charity,,"-14.250839, -22.081586",MockSource,Charity,USD,14.14,https://placeholder.url,34.07
808,Exhibitions,,"56.523866, -5.016289",MockSource,Exhibitions,USD,17.91,https://placeholder.url,42.81
831,Community,,"-60.976222, -24.414934",MockSource,Community,USD,4.17,https://placeholder.url,71.23
995,Networking,,"-72.620384, -125.721918",MockSource,Networking,USD,121.42,https://placeholder.url,27.49
904,Family,,"-86.538974, 125.808427",MockSource,Family,USD,12.98,https://placeholder.url,27.71
793,Community,,"86.716268, 110.877253",MockSource,Community,USD,17.06,https://placeholder.url,60.43
786,Family,,"-68.39089, -81.135515",MockSource,Family,USD,5.57,https://placeholder.url,57.26
125,Science,,"89.700359, -111.711754",MockSource,Science,USD,36.53,https://placeholder.url,2.96
416,Charity,,"80.7055, 28.49071",MockSource,Charity,USD,30.53,https://placeholder.url,35.31
715,Family,,"-89.04274, 111.569137",MockSource,Family,USD,40.98,https://placeholder.url,10.58
539,Family,,"68.050942, 51.036634",MockSource,Family,USD,2.95,https://placeholder.url,29.0
186,Exhibitions,,"18.302337, 50.447647",MockSource,Exhibitions,USD,7.48,https://placeholder.url,83.35
43,Networking,,"-29.418381, 60.287653",MockSource,Networking,USD,66.84,https://placeholder.url,11.99
205,Music,,"-60.16561, -14.697848",MockSource,Music,USD,22.88,https://placeholder.url,54.9
674,Festivals,,"61.240192, 172.035278",MockSource,Festivals,USD,51.99,https://placeholder.url,57.81
894,Pets,,"-72.962056, -67.146734",MockSource,Pets,USD,14.9,https://placeholder.url,82.69
882,Family,,"39.871208, 20.241369",MockSource,Family,USD,21.28,https://placeholder.url,77.63
945,Music,,"-67.604018, 52.545726",MockSource,Music,USD,113.47,https://placeholder.url,75.69
736,Festivals,,"-63.287235, 43.602019",MockSource,Festivals,USD,156.94,https://placeholder.url,93.31
210,Theater,,"53.854916, -132.561843",MockSource,Theater,USD,117.14,https://placeholder.url,27.77
663,Community,,"-60.504757, -79.269715",MockSource,Community,USD,14.0,https://placeholder.url,51.47
347,Community,,"48.421605, 64.349325",MockSource,Community,USD,13.37,https://placeholder.url,92.07
460,Family,,"-81.433035, -143.794732",MockSource,Family,USD,3.54,https://placeholder.url,56.41
383,Charity,,"46.51004, -29.079071",MockSource,Charity,USD,8.86,https://placeholder.url,28.03
121,Community,,"69.381639, 156.688666",MockSource,Community,USD,3.01,https://placeholder.url,84.64
343,Networking,,"7.595882, -111.085996",MockSource,Networking,USD,11.22,https://placeholder.url,54.24
469,Conferences,,"-26.35552, -114.468506",MockSource,Conferences,USD,482.46,https://placeholder.url,11.82
350,Community,,"-13.074183, 43.087098",MockSource,Community,USD,19.33,https://placeholder.url,89.85
967,Virtual,,"-71.258914, -135.198691",MockSource,Virtual,USD,16.38,https://placeholder.url,41.8
686,Exhibitions,,"-21.356112, -159.501776",MockSource,Exhibitions,USD,20.2,https://placeholder.url,56.9
107,Virtual,,"14.161695, 50.413054",MockSource,Virtual,USD,36.2,https://placeholder.url,25.92
496,Gaming,,"-54.2316, -154.026009",MockSource,Gaming,USD,20.82,https://placeholder.url,62.06
899,Virtual,,"-42.036548, -166.330844",MockSource,Virtual,USD,14.24,https://placeholder.url,28.8
537,Festivals,,"-8.198546, 53.804205",MockSource,Festivals,USD,153.55,https://placeholder.url,89.78
342,Pets,,"85.872838, -69.213135",MockSource,Pets,USD,30.32,https://placeholder.url,59.45
568,Theater,,"-45.728713, 67.071169",MockSource,Theater,USD,117.78,https://placeholder.url,91.87
839,Networking,,"75.687163, -12.919421",MockSource,Networking,USD,15.69,https://placeholder.url,82.6
117,Film,,"52.624173, -55.532068",MockSource,Film,USD,8.21,https://placeholder.url,65.76
585,Science,,"-52.205674, -43.192671",MockSource,Science,USD,68.99,https://placeholder.url,29.15
745,Festivals,,"49.230088, -102.995128",MockSource,Festivals,USD,188.92,https://placeholder.url,66.59
629,Virtual,,"-30.433136, -124.580727",MockSource,Virtual,USD,8.27,https://placeholder.url,53.23
857,Holiday,,"-55.94741, 158.754423",MockSource,Holiday,USD,5.06,https://placeholder.url,59.54
236,Virtual,,"34.839563, 142.420549",MockSource,Virtual,USD,41.35,https://placeholder.url,26.03
263,Community,,"-77.463369, -53.317322",MockSource,Community,USD,2.97,https://placeholder.url,58.3
307,Nightlife,,"3.810954, 42.803528",MockSource,Nightlife,USD,26.36,https://placeholder.url,56.24
765,Outdoors,,"74.273723, -94.830868",MockSource,Outdoors,USD,27.74,https://placeholder.url,21.27
681,Pets,,"-71.961824, -61.323426",MockSource,Pets,USD,3.54,https://placeholder.url,82.95
688,Film,,"65.884373, 2.618459",MockSource,Film,USD,23.6,https://placeholder.url,72.19
440,Pets,,"-69.30766, -95.294764",MockSource,Pets,USD,49.61,https://placeholder.url,49.6
563,Exhibitions,,"-16.820648, 172.281945",MockSource,Exhibitions,USD,15.98,https://placeholder.url,55.88
96,Festivals,,"16.65884, 103.603054",MockSource,Festivals,USD,165.2,https://placeholder.url,99.64
80,Virtual,,"40.655638, 96.15166",MockSource,Virtual,USD,5.21,https://placeholder.url,74.84
398,Science,,"-11.728965, 81.056031",MockSource,Science,USD,68.07,https://placeholder.url,27.01
886,Film,,"-88.50923, -152.618422",MockSource,Film,USD,18.12,https://placeholder.url,12.75
912,Science,,"39.539438, -22.833501",MockSource,Science,USD,95.68,https://placeholder.url,67.89
562,Festivals,,"0.576222, -22.994088",MockSource,Festivals,USD,63.67,https://placeholder.url,96.33
884,Film,,"2.686522, 31.889325",MockSource,Film,USD,5.53,https://placeholder.url,44.37
545,Workshops,,"-31.598078, -40.871415",MockSource,Workshops,USD,36.39,https://placeholder.url,47.5
922,Workshops,,"63.977307, 29.028247",MockSource,Workshops,USD,48.73,https://placeholder.url,51.5
330,Family,,"-30.610404, 42.444629",MockSource,Family,USD,78.51,https://placeholder.url,43.94
711,Festivals,,"50.601119, 61.033435",MockSource,Festivals,USD,91.94,https://placeholder.url,38.2
487,Holiday,,"16.907329, 80.404981",MockSource,Holiday,USD,85.26,https://placeholder.url,71.81
31,Pets,,"-73.371214, -113.78023",MockSource,Pets,USD,9.75,https://placeholder.url,87.15
833,Film,,"-32.808484, 91.821266",MockSource,Film,USD,7.96,https://placeholder.url,54.17
505,Conferences,,"16.321442, 124.155009",MockSource,Conferences,USD,205.34,https://placeholder.url,15.93
907,Nightlife,,"-0.376767, 17.762861",MockSource,Nightlife,USD,42.99,https://placeholder.url,3.16
944,Family,,"20.469252, 143.810396",MockSource,Family,USD,45.44,https://placeholder.url,3.97
589,Nightlife,,"-8.628627, 145.076512",MockSource,Nightlife,USD,64.32,https://placeholder.url,1.19
240,Film,,"-37.707404, 62.855789",MockSource,Film,USD,31.55,https://placeholder.url,3.99
955,Nightlife,,"0.51628, 75.241591",MockSource,Nightlife,USD,16.01,https://placeholder.url,95.33
170,Wellness,,"-32.21579, -139.779932",MockSource,Wellness,USD,62.97,https://placeholder.url,50.65
223,Workshops,,"-0.632689, 73.854384",MockSource,Workshops,USD,42.47,https://placeholder.url,69.28
477,Virtual,,"66.550877, 74.1132",MockSource,Virtual,USD,33.87,https://placeholder.url,39.96
837,Wellness,,"-69.844985, 148.852919",MockSource,Wellness,USD,49.74,https://placeholder.url,63.42
88,Workshops,,"76.096454, 65.285351",MockSource,Workshops,USD,11.23,https://placeholder.url,45.4
365,Theater,,"2.901341, -163.179401",MockSource,Theater,USD,101.14,https://placeholder.url,92.94
657,Nightlife,,"-44.86493, 108.050988",MockSource,Nightlife,USD,44.27,https://placeholder.url,24.56
780,Holiday,,"-37.513981, 94.783397",MockSource,Holiday,USD,49.04,https://placeholder.url,4.51
241,Music,,"54.530626, -71.498764",MockSource,Music,USD,60.19,https://placeholder.url,48.77
942,Nightlife,,"-17.103057, -112.012464",MockSource,Nightlife,USD,73.91,https://placeholder.url,52.9
142,Charity,,"6.165031, 2.527245",MockSource,Charity,USD,37.34,https://placeholder.url,5.32
514,Wellness,,"-83.10055, -121.440378",MockSource,Wellness,USD,35.22,https://placeholder.url,30.28
257,Charity,,"6.655848, 135.712152",MockSource,Charity,USD,46.04,https://placeholder.url,95.57
645,Science,,"87.008716, 27.332234",MockSource,Science,USD,42.8,https://placeholder.url,46.26
910,Festivals,,"-65.42464, -42.954976",MockSource,Festivals,USD,88.86,https://placeholder.url,58.78
78,Music,,"-24.824831, -37.974166",MockSource,Music,USD,91.27,https://placeholder.url,47.35
472,Holiday,,"-20.867531, -101.398156",MockSource,Holiday,USD,99.85,https://placeholder.url,44.21
479,Workshops,,"77.926124, -33.263417",MockSource,Workshops,USD,31.93,https://placeholder.url,58.52
652,Science,,"-34.292946, -101.052548",MockSource,Science,USD,70.6,https://placeholder.url,47.46
2,Networking,,"-85.160712, 21.846442",MockSource,Networking,USD,85.24,https://placeholder.url,49.49
94,Nightlife,,"11.690462, -144.359938",MockSource,Nightlife,USD,19.44,https://placeholder.url,77.96
731,Holiday,,"29.492056, -119.596044",MockSource,Holiday,USD,60.37,https://placeholder.url,61.61
591,Gaming,,"-22.568882, 75.820554",MockSource,Gaming,USD,50.54,https://placeholder.url,70.44
816,Exhibitions,,"82.894177, -10.794303",MockSource,Exhibitions,USD,49.88,https://placeholder.url,76.47
546,Wellness,,"78.33986, -135.021544",MockSource,Wellness,USD,76.38,https://placeholder.url,8.02
363,Outdoors,,"78.990005, -41.642154",MockSource,Outdoors,USD,52.49,https://placeholder.url,41.88
23,Music,,"12.650566, -34.689859",MockSource,Music,USD,88.94,https://placeholder.url,69.13
15,Wellness,,"63.20215, 15.668804",MockSource,Wellness,USD,40.79,https://placeholder.url,96.72
789,Family,,"-35.314417, 130.25739",MockSource,Family,USD,40.8,https://placeholder.url,50.04
385,Networking,,"15.790851, -77.768877",MockSource,Networking,USD,68.04,https://placeholder.url,8.65
759,Film,,"-36.405385, -48.816316",MockSource,Film,USD,32.58,https://placeholder.url,8.8
306,Outdoors,,"76.045368, -62.122682",MockSource,Outdoors,USD,88.81,https://placeholder.url,37.13
406,Science,,"28.985166, 164.155114",MockSource,Science,USD,41.67,https://placeholder.url,56.41
230,Holiday,,"35.671036, -154.146357",MockSource,Holiday,USD,59.93,https://placeholder.url,77.88
879,Festivals,,"43.139586, -121.384554",MockSource,Festivals,USD,180.43,https://placeholder.url,70.93
635,Pets,,"-36.479834, -78.013109",MockSource,Pets,USD,46.43,https://placeholder.url,10.71
194,Film,,"-23.63702, 168.893615",MockSource,Film,USD,36.93,https://placeholder.url,15.87
592,Wellness,,"79.992983, 43.642658",MockSource,Wellness,USD,36.1,https://placeholder.url,34.49
877,Family,,"34.15128, 5.905289",MockSource,Family,USD,67.95,https://placeholder.url,83.49
29,Film,,"9.848338, 168.127085",MockSource,Film,USD,31.56,https://placeholder.url,82.2
213,Workshops,,"48.442584, 21.868477",MockSource,Workshops,USD,35.27,https://placeholder.url,11.42
584,Holiday,,"-49.395079, -74.151688",MockSource,Holiday,USD,95.16,https://placeholder.url,75.89
893,Film,,"-54.112747, -178.4009",MockSource,Film,USD,35.05,https://placeholder.url,40.98
360,Workshops,,"20.471882, -116.218599",MockSource,Workshops,USD,47.14,https://placeholder.url,33.46
497,Festivals,,"32.902183, -127.081465",MockSource,Festivals,USD,116.33,https://placeholder.url,28.87
199,Charity,,"13.317313, 5.038499",MockSource,Charity,USD,31.7,https://placeholder.url,84.46
5,Pets,,"40.479387, 12.341404",MockSource,Pets,USD,48.55,https://placeholder.url,82.22
346,Community,,"89.941172, -44.250467",MockSource,Community,USD,9.36,https://placeholder.url,59.36
617,Community,,"-4.033877, 134.004049",MockSource,Community,USD,4.38,https://placeholder.url,43.23
560,Charity,,"46.338819, -98.324365",MockSource,Charity,USD,32.16,https://placeholder.url,47.15
750,Festivals,,"-86.755373, 35.212756",MockSource,Festivals,USD,169.94,https://placeholder.url,97.25
960,Outdoors,,"-35.928121, -54.920959",MockSource,Outdoors,USD,62.06,https://placeholder.url,64.09
84,Charity,,"-79.409391, -60.815698",MockSource,Charity,USD,44.08,https://placeholder.url,63.11
649,Science,,"43.692223, -158.730326",MockSource,Science,USD,74.89,https://placeholder.url,61.3
438,Charity,,"14.217989, -17.249294",MockSource,Charity,USD,6.45,https://placeholder.url,38.72
963,Gaming,,"-11.671418, 15.107756",MockSource,Gaming,USD,32.79,https://placeholder.url,13.44
30,Gaming,,"-30.969737, -81.285935",MockSource,Gaming,USD,46.66,https://placeholder.url,13.46
842,Exhibitions,,"-82.749054, -10.26862",MockSource,Exhibitions,USD,88.03,https://placeholder.url,13.9
637,Gaming,,"-36.814012, 52.944841",MockSource,Gaming,USD,44.07,https://placeholder.url,14.08
748,Pets,,"-4.015528, 98.958456",MockSource,Pets,USD,9.91,https://placeholder.url,94.95
361,Sports,,"-53.501828, -100.629594",MockSource,Sports,USD,64.53,https://placeholder.url,14.39
391,Pets,,"-56.423937, -131.158757",MockSource,Pets,USD,35.84,https://placeholder.url,14.47
187,Pets,,"-42.902854, -45.42218",MockSource,Pets,USD,33.79,https://placeholder.url,14.85
959,Holiday,,"82.737893, 81.289711",MockSource,Holiday,USD,31.46,https://placeholder.url,79.82
184,Virtual,,"31.661645, 4.680986",MockSource,Virtual,USD,44.53,https://placeholder.url,30.35
177,Workshops,,"0.422281, 43.154082",MockSource,Workshops,USD,31.09,https://placeholder.url,44.27
140,Outdoors,,"40.52656, -27.832085",MockSource,Outdoors,USD,43.22,https://placeholder.url,82.24
179,Holiday,,"-23.676493, -63.906259",MockSource,Holiday,USD,77.82,https://placeholder.url,89.58
820,Nightlife,,"-59.950318, 126.147535",MockSource,Nightlife,USD,47.75,https://placeholder.url,38.57
156,Exhibitions,,"-15.183493, -136.492127",MockSource,Exhibitions,USD,74.59,https://placeholder.url,65.24
829,Workshops,,"5.441626, -154.02737",MockSource,Workshops,USD,33.79,https://placeholder.url,90.3
836,Science,,"-52.960566, 131.120571",MockSource,Science,USD,48.14,https://placeholder.url,60.49
220,Wellness,,"61.83047, -129.377709",MockSource,Wellness,USD,57.98,https://placeholder.url,88.77
493,Exhibitions,,"71.447581, -78.865552",MockSource,Exhibitions,USD,72.44,https://placeholder.url,47.1
618,Family,,"45.44248, 119.121656",MockSource,Family,USD,45.99,https://placeholder.url,61.64
475,Film,,"33.756912, -86.356316",MockSource,Film,USD,35.31,https://placeholder.url,33.88
137,Exhibitions,,"76.731137, -86.266973",MockSource,Exhibitions,USD,68.7,https://placeholder.url,82.02
157,Networking,,"-14.020313, 122.403246",MockSource,Networking,USD,77.78,https://placeholder.url,81.67
855,Theater,,"38.163991, 71.098047",MockSource,Theater,USD,52.08,https://placeholder.url,92.46
268,Networking,,"-78.005199, 77.157831",MockSource,Networking,USD,73.56,https://placeholder.url,37.64
902,Networking,,"33.679716, -82.272242",MockSource,Networking,USD,49.82,https://placeholder.url,35.67
393,Nightlife,,"-53.932909, 138.87344",MockSource,Nightlife,USD,82.74,https://placeholder.url,62.2
403,Holiday,,"-59.544118, -158.14239",MockSource,Holiday,USD,97.96,https://placeholder.url,89.7
304,Pets,,"-10.591984, 108.907566",MockSource,Pets,USD,41.53,https://placeholder.url,81.75
668,Exhibitions,,"48.163592, -82.393291",MockSource,Exhibitions,USD,40.08,https://placeholder.url,47.6
410,Theater,,"-9.753338, 30.451865",MockSource,Theater,USD,32.85,https://placeholder.url,38.53
787,Holiday,,"6.496916, -80.641018",MockSource,Holiday,USD,80.1,https://placeholder.url,81.52
345,Theater,,"-80.321654, -25.338463",MockSource,Theater,USD,45.94,https://placeholder.url,89.8
229,Science,,"-71.851831, 90.760141",MockSource,Science,USD,86.23,https://placeholder.url,73.87
526,Wellness,,"17.950569, 151.838764",MockSource,Wellness,USD,50.96,https://placeholder.url,15.04
270,Community,,"-45.119102, 127.727751",MockSource,Community,USD,12.97,https://placeholder.url,48.37
973,Music,,"-65.756839, 55.124605",MockSource,Music,USD,143.13,https://placeholder.url,55.53
435,Holiday,,"-59.776206, -45.232499",MockSource,Holiday,USD,10.52,https://placeholder.url,45.68
949,Pets,,"-14.527305, 48.970148",MockSource,Pets,USD,21.2,https://placeholder.url,76.27
339,Workshops,,"-22.846993, -146.295378",MockSource,Workshops,USD,16.59,https://placeholder.url,89.33
211,Charity,,"89.506686, 58.187672",MockSource,Charity,USD,32.05,https://placeholder.url,15.76
740,Holiday,,"-82.338782, -65.207412",MockSource,Holiday,USD,0.9,https://placeholder.url,62.3
308,Wellness,,"-2.929139, 147.855785",MockSource,Wellness,USD,22.67,https://placeholder.url,1.9
24,Holiday,,"53.950643, 174.740733",MockSource,Holiday,USD,67.7,https://placeholder.url,16.04
796,Workshops,,"-61.698177, 5.73316",MockSource,Workshops,USD,19.09,https://placeholder.url,37.81
434,Exhibitions,,"73.796973, -12.878536",MockSource,Exhibitions,USD,12.54,https://placeholder.url,80.92
158,Film,,"-27.653821, 154.209742",MockSource,Film,USD,18.29,https://placeholder.url,46.88
870,Film,,"44.332489, 118.467466",MockSource,Film,USD,5.04,https://placeholder.url,83.3
258,Sports,,"-15.227419, -94.595182",MockSource,Sports,USD,114.39,https://placeholder.url,62.05
251,Science,,"-18.445404, 21.723336",MockSource,Science,USD,68.4,https://placeholder.url,16.67
653,Sports,,"7.482244, 18.464919",MockSource,Sports,USD,131.43,https://placeholder.url,25.11
376,Community,,"-24.804843, -93.888777",MockSource,Community,USD,9.75,https://placeholder.url,43.72
627,Wellness,,"-36.073953, -106.242763",MockSource,Wellness,USD,11.47,https://placeholder.url,18.79
708,Festivals,,"-3.75179, 146.965778",MockSource,Festivals,USD,188.13,https://placeholder.url,30.55
916,Gaming,,"-20.163845, 105.626303",MockSource,Gaming,USD,31.71,https://placeholder.url,17.19
337,Gaming,,"43.815045, 158.314964",MockSource,Gaming,USD,22.66,https://placeholder.url,81.77
8,Theater,,"-35.051695, -117.501988",MockSource,Theater,USD,57.53,https://placeholder.url,17.46
937,Music,,"74.756047, 21.336284",MockSource,Music,USD,137.77,https://placeholder.url,59.11
369,Conferences,,"-52.999195, -54.359332",MockSource,Conferences,USD,132.9,https://placeholder.url,97.1
720,Nightlife,,"-67.261987, 56.29701",MockSource,Nightlife,USD,21.94,https://placeholder.url,14.25
494,Sports,,"-59.131385, -54.366895",MockSource,Sports,USD,134.31,https://placeholder.url,27.02
380,Networking,,"-48.201861, -148.829665",MockSource,Networking,USD,131.82,https://placeholder.url,0.36
168,Networking,,"-82.691134, -123.99664",MockSource,Networking,USD,149.68,https://placeholder.url,64.86
405,Virtual,,"-9.64468, -128.157355",MockSource,Virtual,USD,23.58,https://placeholder.url,24.8
424,Virtual,,"66.3859, 165.22708",MockSource,Virtual,USD,29.39,https://placeholder.url,58.79
201,Networking,,"-44.663037, -51.161008",MockSource,Networking,USD,131.26,https://placeholder.url,64.03
797,Networking,,"46.982736, 38.713277",MockSource,Networking,USD,30.33,https://placeholder.url,52.24
280,Exhibitions,,"-33.349939, -54.757111",MockSource,Exhibitions,USD,29.01,https://placeholder.url,12.07
826,Conferences,,"-23.12347, 20.621703",MockSource,Conferences,USD,304.19,https://placeholder.url,24.17
656,Exhibitions,,"-22.660005, 86.926061",MockSource,Exhibitions,USD,23.93,https://placeholder.url,82.39
189,Science,,"-60.482665, -124.92496",MockSource,Science,USD,24.82,https://placeholder.url,86.26
551,Sports,,"59.595821, -116.095149",MockSource,Sports,USD,144.33,https://placeholder.url,62.15
231,Wellness,,"81.234164, 3.50785",MockSource,Wellness,USD,22.2,https://placeholder.url,76.23
232,Holiday,,"82.351706, 35.782306",MockSource,Holiday,USD,6.61,https://placeholder.url,5.84
807,Virtual,,"-68.908032, 36.424785",MockSource,Virtual,USD,22.46,https://placeholder.url,36.96
197,Wellness,,"-3.586828, 98.967969",MockSource,Wellness,USD,29.88,https://placeholder.url,59.27
596,Theater,,"-23.920966, -75.970057",MockSource,Theater,USD,74.58,https://placeholder.url,28.17
356,Family,,"64.32159, -83.792137",MockSource,Family,USD,17.12,https://placeholder.url,3.07
691,Family,,"59.938525, 175.075083",MockSource,Family,USD,14.18,https://placeholder.url,2.26
628,Theater,,"-52.518427, 71.751969",MockSource,Theater,USD,142.1,https://placeholder.url,59.46
451,Networking,,"-83.659215, -71.764798",MockSource,Networking,USD,26.29,https://placeholder.url,60.78
466,Exhibitions,,"66.455017, -167.321139",MockSource,Exhibitions,USD,22.45,https://placeholder.url,60.07
138,Workshops,,"60.898952, -157.06398",MockSource,Workshops,USD,30.85,https://placeholder.url,63.57
