Rank,Event ID,Raw Score,Final Score,Event Type,Price ($),Distance (km),Date/Time,description,location,source,type,currencyCode,url
176,286,4198.722831402152,4198.722831402152,Film,11.3,15.12,2024-12-01 22:45:54.172103,,"-5.67839, -147.607927",MockSource,Film,USD,https://placeholder.url
177,295,4198.664,4198.664,Workshops,42.37,24.02,2024-11-28 22:00:54.172103,,"-5.698492, -52.437882",MockSource,Workshops,USD,https://placeholder.url
178,350,4195.336,4195.336,Holiday,52.16,24.07,2024-11-26 23:00:54.173103,,"-39.294261, 143.929585",MockSource,Holiday,USD,https://placeholder.url
180,213,4182.792,4182.792,Film,33.73,37.49,2024-11-24 09:15:54.171103,,"-86.224069, 87.084722",MockSource,Film,USD,https://placeholder.url
179,815,4182.792,4182.792,Workshops,43.31,33.42,2024-11-24 09:15:54.181180,,"46.06981, -130.341675",MockSource,Workshops,USD,https://placeholder.url
181,943,4181.38,4181.38,Festivals,97.27,9.08,2024-12-13 21:15:54.184153,,"-17.964766, 81.52536",MockSource,Festivals,USD,https://placeholder.url
182,855,4180.664,4180.664,Science,52.91,24.29,2024-11-27 19:45:54.182140,,"-34.687098, 34.052624",MockSource,Science,USD,https://placeholder.url
183,471,4175.368,4175.368,Theater,64.7,60.42,2024-11-22 23:45:54.175103,,"-59.851771, -2.016161",MockSource,Theater,USD,https://placeholder.url
184,640,4173.6,4173.6,Music,149.79,21.06,2024-11-23 19:30:54.178154,,"-73.783296, -116.739335",MockSource,Music,USD,https://placeholder.url
185,25,4165.368,4165.368,Family,46.23,96.89,2024-11-22 23:30:54.168103,,"-10.372747, -21.765655",MockSource,Family,USD,https://placeholder.url
186,76,4165.368,4165.368,Workshops,41.61,51.05,2024-11-22 23:30:54.169103,,"36.038637, -7.42686",MockSource,Workshops,USD,https://placeholder.url
187,281,4164.92,4164.92,Pets,43.41,72.04,2024-11-24 10:30:54.172103,,"85.218079, -139.384127",MockSource,Pets,USD,https://placeholder.url
188,67,4164.92,4164.92,Networking,33.16,94.23,2024-11-24 10:30:54.168103,,"48.842733, 114.388454",MockSource,Networking,USD,https://placeholder.url
189,745,4160.616000000001,4160.616000000001,Science,93.43,81.7,2024-11-24 10:45:54.180165,,"-48.460858, -108.204458",MockSource,Science,USD,https://placeholder.url
190,385,4155.368,4155.368,Theater,68.33,47.18,2024-11-22 23:15:54.173103,,"17.666624, -59.842218",MockSource,Theater,USD,https://placeholder.url
191,129,4149.308799999999,4149.308799999999,Festivals,180.75,21.47,2024-11-23 19:00:54.169103,,"-22.694386, -84.785754",MockSource,Festivals,USD,https://placeholder.url
192,544,4145.368,4145.368,Pets,33.76,30.4,2024-11-22 23:00:54.176103,,"13.6845, 136.84317",MockSource,Pets,USD,https://placeholder.url
193,368,4142.145,4142.145,Festivals,66.48,13.2,2024-12-16 17:45:54.173103,,"72.882752, 102.583375",MockSource,Festivals,USD,https://placeholder.url
194,983,4138.312000000001,4138.312000000001,Theater,124.8,27.22,2024-11-24 22:45:54.184153,,"-13.425439, -3.351226",MockSource,Theater,USD,https://placeholder.url
195,725,4135.656,4135.656,Charity,34.59,83.0,2024-11-24 12:00:54.180165,,"50.618394, 22.281895",MockSource,Charity,USD,https://placeholder.url
196,997,4135.656,4135.656,Music,42.54,40.03,2024-11-24 12:00:54.185136,,"-37.052258, 66.811101",MockSource,Music,USD,https://placeholder.url
197,90,4135.622821842448,4135.622821842448,Charity,43.36,4.25,2024-12-04 17:45:54.169103,,"-10.922985, 98.640174",MockSource,Charity,USD,https://placeholder.url
198,317,4135.368,4135.368,Family,67.04,68.76,2024-11-22 22:45:54.172103,,"42.819695, 156.438837",MockSource,Family,USD,https://placeholder.url
200,717,4135.368,4135.368,Science,73.89,42.92,2024-11-22 22:45:54.180165,,"41.352164, 33.518364",MockSource,Science,USD,https://placeholder.url
199,192,4135.368,4135.368,Science,39.46,79.23,2024-11-22 22:45:54.170103,,"-23.160677, -68.55853",MockSource,Science,USD,https://placeholder.url
201,564,4129.992,4129.992,Sports,43.16,53.56,2024-11-24 12:15:54.177139,,"18.675182, -79.296634",MockSource,Sports,USD,https://placeholder.url
203,608,4129.992,4129.992,Exhibitions,83.47,59.79,2024-11-24 12:15:54.178154,,"-83.326812, -25.903017",MockSource,Exhibitions,USD,https://placeholder.url
202,784,4129.992,4129.992,Wellness,67.55,65.13,2024-11-24 12:15:54.181180,,"-42.996294, -146.477725",MockSource,Wellness,USD,https://placeholder.url
204,728,4125.368,4125.368,Theater,71.79,43.17,2024-11-22 22:30:54.180165,,"-26.800819, 51.841616",MockSource,Theater,USD,https://placeholder.url
205,885,4124.112,4124.112,Nightlife,57.54,75.9,2024-11-24 12:30:54.183144,,"-4.265587, 40.512045",MockSource,Nightlife,USD,https://placeholder.url
206,886,4124.112,4124.112,Nightlife,56.96,89.94,2024-11-24 12:30:54.183144,,"-27.257104, -126.012992",MockSource,Nightlife,USD,https://placeholder.url
207,234,4124.112,4124.112,Nightlife,62.18,44.75,2024-11-24 12:30:54.171103,,"-8.258925, -73.424005",MockSource,Nightlife,USD,https://placeholder.url
208,273,4121.76,4121.76,Music,147.3,18.48,2024-11-23 14:00:54.172103,,"63.127402, -71.762428",MockSource,Music,USD,https://placeholder.url
209,684,4112.243474019005,4112.243474019005,Theater,36.69,11.99,2024-12-04 09:30:54.179186,,"-16.095823, -65.715905",MockSource,Theater,USD,https://placeholder.url
210,372,4112.192,4112.192,Charity,45.87,55.45,2024-11-23 23:45:54.173103,,"65.085824, 41.549651",MockSource,Charity,USD,https://placeholder.url
211,726,4105.704000000001,4105.704000000001,Holiday,50.11,56.71,2024-11-23 23:30:54.180165,,"86.922084, 156.706115",MockSource,Holiday,USD,https://placeholder.url
212,917,4105.368,4105.368,Science,96.25,49.14,2024-11-22 22:00:54.183144,,"-22.902254, -140.39761",MockSource,Science,USD,https://placeholder.url
214,198,4105.368,4105.368,Gaming,57.49,56.1,2024-11-22 22:00:54.170103,,"33.618893, -92.649229",MockSource,Gaming,USD,https://placeholder.url
213,627,4105.368,4105.368,Exhibitions,42.56,47.63,2024-11-22 22:00:54.178154,,"-2.90884, -76.482014",MockSource,Exhibitions,USD,https://placeholder.url
215,525,4099.0160000000005,4099.0160000000005,Outdoors,77.25,61.19,2024-11-23 23:15:54.176103,,"-24.205089, -65.604379",MockSource,Outdoors,USD,https://placeholder.url
216,929,4098.512000000001,4098.512000000001,Gaming,51.02,37.49,2024-11-24 13:30:54.183144,,"76.101846, 165.616722",MockSource,Gaming,USD,https://placeholder.url
217,71,4098.512000000001,4098.512000000001,Holiday,67.64,45.27,2024-11-24 13:30:54.168103,,"-16.269171, 21.718765",MockSource,Holiday,USD,https://placeholder.url
218,429,4091.6160000000004,4091.6160000000004,Gaming,54.67,83.66,2024-11-24 13:45:54.174103,,"27.322991, -61.74727",MockSource,Gaming,USD,https://placeholder.url
219,724,4085.0480000000007,4085.0480000000007,Nightlife,34.06,52.14,2024-11-23 22:45:54.180165,,"-77.767023, 43.792386",MockSource,Nightlife,USD,https://placeholder.url
220,256,4084.52,4084.52,Science,91.01,40.83,2024-11-24 14:00:54.171103,,"62.207542, 51.650068",MockSource,Science,USD,https://placeholder.url
221,953,4081.3628948105547,4081.3628948105547,Gaming,20.83,9.51,2024-12-02 17:30:54.184153,,"-82.380435, 127.077471",MockSource,Gaming,USD,https://placeholder.url
223,513,4075.3680000000004,4075.3680000000004,Networking,75.12,80.64,2024-11-22 21:15:54.176103,,"44.412328, -41.15737",MockSource,Networking,USD,https://placeholder.url
222,191,4075.3680000000004,4075.3680000000004,Gaming,37.97,65.66,2024-11-22 21:15:54.170103,,"-5.423125, -172.61801",MockSource,Gaming,USD,https://placeholder.url
225,565,4070.3360000000002,4070.3360000000002,Gaming,44.84,76.57,2024-11-23 22:15:54.177139,,"-38.175845, -163.954586",MockSource,Gaming,USD,https://placeholder.url
224,777,4070.3360000000002,4070.3360000000002,Workshops,49.97,58.06,2024-11-23 22:15:54.181180,,"-20.568668, -156.895977",MockSource,Workshops,USD,https://placeholder.url
228,250,4062.704,4062.704,Theater,78.95,85.15,2024-11-23 22:00:54.171103,,"36.810681, -11.948535",MockSource,Theater,USD,https://placeholder.url
226,907,4062.704,4062.704,Science,95.47,39.33,2024-11-23 22:00:54.183144,,"3.321513, 138.604244",MockSource,Science,USD,https://placeholder.url
229,881,4062.704,4062.704,Family,36.11,70.11,2024-11-23 22:00:54.183144,,"-20.401224, 86.176432",MockSource,Family,USD,https://placeholder.url
227,533,4062.704,4062.704,Theater,71.89,69.92,2024-11-23 22:00:54.176103,,"-36.782945, 105.490122",MockSource,Theater,USD,https://placeholder.url
230,479,4062.1360000000004,4062.1360000000004,Holiday,37.98,59.31,2024-11-24 14:45:54.175103,,"-20.36554, -110.404709",MockSource,Holiday,USD,https://placeholder.url
231,59,4054.3199999999997,4054.3199999999997,Wellness,34.8,47.48,2024-11-24 15:00:54.168103,,"54.713789, -147.306301",MockSource,Wellness,USD,https://placeholder.url
232,208,4046.928,4046.928,Gaming,41.6,60.03,2024-11-23 21:30:54.171103,,"-49.530273, 166.282746",MockSource,Gaming,USD,https://placeholder.url
233,109,4034.664,4034.664,Wellness,65.61,26.48,2024-11-26 17:15:54.169103,,"-80.408177, 149.645216",MockSource,Wellness,USD,https://placeholder.url
234,15,4030.488,4030.488,Workshops,36.14,75.18,2024-11-23 21:00:54.168103,,"13.241325, 98.121185",MockSource,Workshops,USD,https://placeholder.url
235,257,4026.8619999999996,4026.8619999999996,Conferences,180.42,17.56,2024-11-24 10:00:54.171103,,"-69.519419, 84.683392",MockSource,Conferences,USD,https://placeholder.url
236,551,4025.3680000000004,4025.3680000000004,Virtual,41.05,33.96,2024-11-22 20:00:54.176103,,"-71.473861, 104.092351",MockSource,Virtual,USD,https://placeholder.url
237,114,4021.4080000000004,4021.4080000000004,Theater,35.8,79.88,2024-11-24 16:00:54.169103,,"27.475579, 28.220163",MockSource,Theater,USD,https://placeholder.url
238,659,4015.3680000000004,4015.3680000000004,Outdoors,52.02,76.64,2024-11-22 19:45:54.178154,,"32.384987, 108.612689",MockSource,Outdoors,USD,https://placeholder.url
239,376,4015.3680000000004,4015.3680000000004,Exhibitions,82.18,35.63,2024-11-22 19:45:54.173103,,"23.932711, -111.680632",MockSource,Exhibitions,USD,https://placeholder.url
240,289,4013.424,4013.424,Theater,55.93,92.01,2024-11-23 20:30:54.172103,,"-80.842422, -131.069401",MockSource,Theater,USD,https://placeholder.url
241,913,4012.792,4012.792,Theater,55.67,36.25,2024-11-24 16:15:54.183144,,"37.019275, -145.498502",MockSource,Theater,USD,https://placeholder.url
242,660,4012.792,4012.792,Outdoors,69.59,85.65,2024-11-24 16:15:54.178154,,"11.35806, 160.267465",MockSource,Outdoors,USD,https://placeholder.url
243,652,4005.3680000000004,4005.3680000000004,Holiday,47.06,60.1,2024-11-22 19:30:54.178154,,"-52.817563, -151.631108",MockSource,Holiday,USD,https://placeholder.url
244,386,4004.032,4004.032,Exhibitions,95.19,47.79,2024-11-24 16:30:54.173103,,"26.550852, -170.479585",MockSource,Exhibitions,USD,https://placeholder.url
245,897,3998.5120000000006,3998.5120000000006,Charity,20.74,20.07,2024-11-25 17:45:54.183144,,"-12.331489, -157.454635",MockSource,Charity,USD,https://placeholder.url
246,841,3995.7839999999997,3995.7839999999997,Networking,61.58,89.52,2024-11-23 20:00:54.182140,,"-75.781929, 99.617167",MockSource,Networking,USD,https://placeholder.url
247,961,3995.128,3995.128,Holiday,32.63,57.42,2024-11-24 16:45:54.184153,,"-14.73337, -168.084677",MockSource,Holiday,USD,https://placeholder.url
248,675,3986.76,3986.76,Nightlife,98.53,53.21,2024-11-23 19:45:54.179186,,"-7.077912, 157.044033",MockSource,Nightlife,USD,https://placeholder.url
249,11,3985.3680000000004,3985.3680000000004,Nightlife,69.11,87.84,2024-11-22 19:00:54.168103,,"25.044238, 10.308198",MockSource,Nightlife,USD,https://placeholder.url
250,17,3983.147,3983.147,Conferences,475.47,6.12,2024-11-24 21:15:54.168103,,"-16.087741, 0.833011",MockSource,Conferences,USD,https://placeholder.url
251,704,3977.6000000000004,3977.6000000000004,Music,88.03,37.73,2024-11-23 19:30:54.179186,,"7.002212, -6.233468",MockSource,Music,USD,https://placeholder.url
254,812,3976.92,3976.92,Workshops,35.22,82.35,2024-11-24 17:15:54.181180,,"-30.160949, -165.306469",MockSource,Workshops,USD,https://placeholder.url
253,406,3976.92,3976.92,Music,60.23,98.93,2024-11-24 17:15:54.174103,,"35.900424, 17.707391",MockSource,Music,USD,https://placeholder.url
252,383,3976.92,3976.92,Workshops,35.09,37.68,2024-11-24 17:15:54.173103,,"-10.746404, 126.018505",MockSource,Workshops,USD,https://placeholder.url
255,655,3968.3199999999997,3968.3199999999997,Film,37.41,66.82,2024-11-23 19:15:54.178154,,"83.528208, -171.92055",MockSource,Film,USD,https://placeholder.url
256,468,3965.3680000000004,3965.3680000000004,Science,77.36,45.79,2024-11-22 18:30:54.175103,,"0.829175, -30.504327",MockSource,Science,USD,https://placeholder.url
258,642,3948.696,3948.696,Outdoors,65.29,67.43,2024-11-24 18:00:54.178154,,"80.573188, -85.0378",MockSource,Outdoors,USD,https://placeholder.url
257,190,3948.696,3948.696,Family,76.7,63.38,2024-11-24 18:00:54.170103,,"39.992565, 132.294393",MockSource,Family,USD,https://placeholder.url
259,375,3948.0,3948.0,Holiday,73.84,27.78,2024-11-28 12:45:54.173103,,"57.717523, 88.542817",MockSource,Holiday,USD,https://placeholder.url
260,292,3939.768,3939.768,Sports,81.26,93.97,2024-11-23 18:30:54.172103,,"56.627092, 6.671307",MockSource,Sports,USD,https://placeholder.url
262,352,3939.0640000000003,3939.0640000000003,Outdoors,86.32,33.97,2024-11-24 18:15:54.173103,,"21.549092, 56.105859",MockSource,Outdoors,USD,https://placeholder.url
261,762,3939.0640000000003,3939.0640000000003,Sports,58.98,38.83,2024-11-24 18:15:54.180165,,"-66.280021, -126.105257",MockSource,Sports,USD,https://placeholder.url
263,973,3933.944,3933.944,Conferences,435.8,5.67,2024-11-23 14:00:54.184153,,"85.922104, -39.714597",MockSource,Conferences,USD,https://placeholder.url
264,880,3930.0400000000004,3930.0400000000004,Holiday,47.8,49.48,2024-11-23 18:15:54.183144,,"69.239348, 146.5276",MockSource,Holiday,USD,https://placeholder.url
265,898,3930.0400000000004,3930.0400000000004,Family,52.67,42.89,2024-11-23 18:15:54.183144,,"-54.656504, -83.218597",MockSource,Family,USD,https://placeholder.url
268,478,3929.3199999999997,3929.3199999999997,Wellness,48.53,86.35,2024-11-24 18:30:54.175103,,"-24.988256, 9.974431",MockSource,Wellness,USD,https://placeholder.url
266,29,3929.3199999999997,3929.3199999999997,Sports,63.54,92.95,2024-11-24 18:30:54.168103,,"-83.334061, -33.675179",MockSource,Sports,USD,https://placeholder.url
267,499,3929.3199999999997,3929.3199999999997,Film,33.81,93.31,2024-11-24 18:30:54.175103,,"23.6724, 44.252686",MockSource,Film,USD,https://placeholder.url
269,214,3910.288,3910.288,Theater,83.55,68.41,2024-11-23 17:45:54.171103,,"36.307896, -103.744589",MockSource,Theater,USD,https://placeholder.url
270,515,3900.2720000000004,3900.2720000000004,Pets,40.68,47.31,2024-11-23 17:30:54.176103,,"-66.168933, -7.111759",MockSource,Pets,USD,https://placeholder.url
271,859,3900.2720000000004,3900.2720000000004,Holiday,34.96,92.43,2024-11-23 17:30:54.182140,,"28.231606, 87.651684",MockSource,Holiday,USD,https://placeholder.url
272,272,3899.536,3899.536,Exhibitions,93.44,80.96,2024-11-24 19:15:54.172103,,"-1.217513, -7.906736",MockSource,Exhibitions,USD,https://placeholder.url
273,263,3899.536,3899.536,Gaming,45.81,93.45,2024-11-24 19:15:54.171103,,"14.311479, 42.478856",MockSource,Gaming,USD,https://placeholder.url
274,749,3897.3360000000002,3897.3360000000002,Science,94.19,28.54,2024-11-29 13:30:54.180165,,"-46.06969, -144.421144",MockSource,Science,USD,https://placeholder.url
275,436,3890.1760000000004,3890.1760000000004,Family,57.79,86.41,2024-11-23 17:15:54.174103,,"56.716119, 47.045409",MockSource,Family,USD,https://placeholder.url
276,19,3890.1760000000004,3890.1760000000004,Gaming,43.36,65.47,2024-11-23 17:15:54.168103,,"40.951894, 32.008822",MockSource,Gaming,USD,https://placeholder.url
277,81,3890.1760000000004,3890.1760000000004,Film,36.02,61.86,2024-11-23 17:15:54.169103,,"87.878253, -173.213578",MockSource,Film,USD,https://placeholder.url
278,549,3889.4320000000002,3889.4320000000002,Music,42.51,55.1,2024-11-24 19:30:54.176103,,"61.751734, 128.013076",MockSource,Music,USD,https://placeholder.url
280,810,3880.0080000000003,3880.0080000000003,Sports,90.43,80.08,2024-11-23 17:00:54.181180,,"86.931153, -21.329812",MockSource,Sports,USD,https://placeholder.url
279,967,3880.0080000000003,3880.0080000000003,Nightlife,77.58,55.45,2024-11-23 17:00:54.184153,,"69.225378, 158.846315",MockSource,Nightlife,USD,https://placeholder.url
281,342,3879.256,3879.256,Theater,50.15,65.47,2024-11-24 19:45:54.173103,,"14.189093, -113.532496",MockSource,Theater,USD,https://placeholder.url
282,410,3869.76,3869.76,Sports,65.72,32.34,2024-11-23 16:45:54.174103,,"21.24075, 89.196775",MockSource,Sports,USD,https://placeholder.url
283,325,3869.0080000000003,3869.0080000000003,Theater,53.64,57.05,2024-11-24 20:00:54.172103,,"-30.115487, 100.37531",MockSource,Theater,USD,https://placeholder.url
284,216,3858.688,3858.688,Theater,41.82,97.67,2024-11-24 20:15:54.171103,,"23.205599, 177.310256",MockSource,Theater,USD,https://placeholder.url
286,521,3858.688,3858.688,Virtual,44.57,47.95,2024-11-24 20:15:54.176103,,"7.962763, -65.818213",MockSource,Virtual,USD,https://placeholder.url
285,995,3858.688,3858.688,Science,68.98,87.39,2024-11-24 20:15:54.185136,,"-22.548036, -45.3199",MockSource,Science,USD,https://placeholder.url
287,668,3856.0800000000004,3856.0800000000004,Gaming,25.55,46.93,2024-11-24 11:00:54.179186,,"0.705194, 50.472778",MockSource,Gaming,USD,https://placeholder.url
288,279,3855.3680000000004,3855.3680000000004,Virtual,27.87,46.57,2024-11-22 23:15:54.172103,,"-17.19634, -116.55042",MockSource,Virtual,USD,https://placeholder.url
290,783,3838.6400000000003,3838.6400000000003,Sports,43.72,77.98,2024-11-23 16:00:54.181180,,"-88.500168, 134.135622",MockSource,Sports,USD,https://placeholder.url
289,211,3838.6400000000003,3838.6400000000003,Science,79.0,33.23,2024-11-23 16:00:54.171103,,"-1.876124, -26.340173",MockSource,Science,USD,https://placeholder.url
292,874,3837.8720000000003,3837.8720000000003,Exhibitions,68.32,41.07,2024-11-24 20:45:54.182140,,"-38.950034, -42.824064",MockSource,Exhibitions,USD,https://placeholder.url
291,955,3837.8720000000003,3837.8720000000003,Wellness,65.1,34.05,2024-11-24 20:45:54.184153,,"82.277339, 149.366282",MockSource,Wellness,USD,https://placeholder.url
293,497,3836.158310508333,3836.158310508333,Festivals,69.42,48.37,2024-12-01 23:45:54.175103,,"87.126974, -48.088491",MockSource,Festivals,USD,https://placeholder.url
294,936,3828.16,3828.16,Gaming,42.17,97.95,2024-11-23 15:45:54.184153,,"43.358039, -94.79626",MockSource,Gaming,USD,https://placeholder.url
295,477,3824.1120000000005,3824.1120000000005,Gaming,27.33,72.07,2024-11-24 12:30:54.175103,,"-50.01112, 14.290247",MockSource,Gaming,USD,https://placeholder.url
296,189,3822.8879047764553,3822.8879047764553,Community,19.0,13.09,2024-12-03 12:15:54.170103,,"83.565754, 176.548166",MockSource,Community,USD,https://placeholder.url
297,43,3816.8559999999998,3816.8559999999998,Holiday,71.87,57.64,2024-11-24 21:15:54.168103,,"62.803902, -107.15531",MockSource,Holiday,USD,https://placeholder.url
298,438,3812.192,3812.192,Holiday,29.78,89.05,2024-11-23 23:45:54.174103,,"-12.868215, -41.458881",MockSource,Holiday,USD,https://placeholder.url
299,116,3812.192,3812.192,Holiday,26.84,90.07,2024-11-23 23:45:54.169103,,"71.996494, 46.280656",MockSource,Holiday,USD,https://placeholder.url
300,625,3807.056,3807.056,Gaming,50.89,72.89,2024-11-23 15:15:54.178154,,"25.633729, 127.565892",MockSource,Gaming,USD,https://placeholder.url
301,617,3807.056,3807.056,Outdoors,36.46,58.8,2024-11-23 15:15:54.178154,,"35.111784, -73.748626",MockSource,Outdoors,USD,https://placeholder.url
302,846,3806.2800000000007,3806.2800000000007,Workshops,31.85,44.61,2024-11-24 21:30:54.182140,,"-3.137119, -41.324667",MockSource,Workshops,USD,https://placeholder.url
304,502,3805.3680000000004,3805.3680000000004,Holiday,25.37,69.18,2024-11-22 22:00:54.176103,,"-88.056996, 91.465685",MockSource,Holiday,USD,https://placeholder.url
303,275,3805.3680000000004,3805.3680000000004,Nightlife,28.03,91.33,2024-11-22 22:00:54.172103,,"20.387038, -89.058102",MockSource,Nightlife,USD,https://placeholder.url
305,182,3805.3680000000004,3805.3680000000004,Music,29.66,53.94,2024-11-22 22:00:54.170103,,"60.496748, -51.556966",MockSource,Music,USD,https://placeholder.url
306,293,3798.95,3798.95,Festivals,101.35,9.86,2025-01-14 09:00:54.172103,,"-57.865898, 77.669692",MockSource,Festivals,USD,https://placeholder.url
308,706,3796.4480000000003,3796.4480000000003,Film,38.53,67.75,2024-11-23 15:00:54.179186,,"-84.523252, -133.346963",MockSource,Film,USD,https://placeholder.url
309,865,3796.4480000000003,3796.4480000000003,Virtual,47.57,70.57,2024-11-23 15:00:54.182140,,"6.766341, 5.259729",MockSource,Virtual,USD,https://placeholder.url
307,346,3796.4480000000003,3796.4480000000003,Networking,97.03,30.72,2024-11-23 15:00:54.173103,,"-50.114946, 150.61562",MockSource,Networking,USD,https://placeholder.url
310,524,3792.9265351397753,3792.9265351397753,Science,33.2,20.33,2024-11-30 21:45:54.176103,,"89.260763, 134.568751",MockSource,Science,USD,https://placeholder.url
311,957,3785.8160000000007,3785.8160000000007,Wellness,48.79,61.31,2024-11-23 14:45:54.184153,,"61.817004, -6.533201",MockSource,Wellness,USD,https://placeholder.url
312,330,3785.032,3785.032,Sports,54.61,89.78,2024-11-24 22:00:54.172103,,"57.231017, -102.52483",MockSource,Sports,USD,https://placeholder.url
313,511,3784.52,3784.52,Virtual,25.22,60.57,2024-11-24 14:00:54.176103,,"-16.254858, 163.846397",MockSource,Virtual,USD,https://placeholder.url
314,105,3777.2400000000002,3777.2400000000002,Charity,25.14,96.38,2024-11-24 14:15:54.169103,,"86.721216, 97.741041",MockSource,Charity,USD,https://placeholder.url
315,666,3774.3680000000004,3774.3680000000004,Wellness,46.54,65.0,2024-11-24 22:15:54.179186,,"12.4575, 154.266927",MockSource,Wellness,USD,https://placeholder.url
317,259,3763.6800000000003,3763.6800000000003,Wellness,65.6,47.01,2024-11-24 22:30:54.171103,,"22.707576, -87.855296",MockSource,Wellness,USD,https://placeholder.url
316,767,3763.6800000000003,3763.6800000000003,Networking,63.86,31.74,2024-11-24 22:30:54.180165,,"43.515722, 16.929551",MockSource,Networking,USD,https://placeholder.url
318,528,3762.1360000000004,3762.1360000000004,Outdoors,23.15,58.89,2024-11-24 14:45:54.176103,,"-7.881373, 11.767573",MockSource,Outdoors,USD,https://placeholder.url
319,506,3759.3428792658938,3759.3428792658938,Workshops,46.67,20.88,2024-11-30 22:00:54.176103,,"43.981578, 46.672194",MockSource,Workshops,USD,https://placeholder.url
320,427,3753.76,3753.76,Music,42.35,75.67,2024-11-23 14:00:54.174103,,"14.670011, -10.44063",MockSource,Music,USD,https://placeholder.url
321,63,3753.4839999999995,3753.4839999999995,Conferences,286.89,16.43,2024-11-24 22:00:54.168103,,"-2.988463, 94.47691",MockSource,Conferences,USD,https://placeholder.url
326,142,3752.9760000000006,3752.9760000000006,Exhibitions,62.84,74.21,2024-11-24 22:45:54.170103,,"-52.160264, -73.204782",MockSource,Exhibitions,USD,https://placeholder.url
322,494,3752.9760000000006,3752.9760000000006,Holiday,31.0,46.31,2024-11-24 22:45:54.175103,,"-82.095826, 114.931326",MockSource,Holiday,USD,https://placeholder.url
325,589,3752.9760000000006,3752.9760000000006,Family,53.31,72.21,2024-11-24 22:45:54.177139,,"-23.61062, -133.234574",MockSource,Family,USD,https://placeholder.url
323,282,3752.9760000000006,3752.9760000000006,Family,66.48,62.16,2024-11-24 22:45:54.172103,,"37.604361, 163.646656",MockSource,Family,USD,https://placeholder.url
324,135,3752.9760000000006,3752.9760000000006,Film,31.02,39.31,2024-11-24 22:45:54.170103,,"71.365833, -178.993093",MockSource,Film,USD,https://placeholder.url
327,1000,3743.0480000000007,3743.0480000000007,Gaming,32.73,51.45,2024-11-23 13:45:54.185136,,"14.826215, -99.793607",MockSource,Gaming,USD,https://placeholder.url
328,690,3738.1839999999997,3738.1839999999997,Pets,23.23,97.39,2024-11-24 15:30:54.179186,,"43.008145, 46.75931",MockSource,Pets,USD,https://placeholder.url
329,98,3731.5440000000003,3731.5440000000003,Music,64.63,36.77,2024-11-24 23:15:54.169103,,"56.180385, -48.901132",MockSource,Music,USD,https://placeholder.url
330,856,3730.488823319469,3730.488823319469,Community,13.53,11.35,2024-12-03 22:45:54.182140,,"-17.3496, -124.045667",MockSource,Community,USD,https://placeholder.url
331,175,3729.8720000000003,3729.8720000000003,Film,22.74,37.52,2024-11-24 15:45:54.170103,,"-30.932481, 132.87663",MockSource,Film,USD,https://placeholder.url
332,221,3727.6021281586745,3727.6021281586745,Workshops,17.02,11.98,2024-12-03 22:15:54.171103,,"-67.5803, -52.041968",MockSource,Workshops,USD,https://placeholder.url
333,747,3710.888,3710.888,Nightlife,63.33,68.31,2024-11-23 13:00:54.180165,,"-17.457172, 97.168672",MockSource,Nightlife,USD,https://placeholder.url
334,220,3710.888,3710.888,Virtual,44.5,61.75,2024-11-23 13:00:54.171103,,"59.56749, 5.601417",MockSource,Virtual,USD,https://placeholder.url
335,373,3706.6697275817583,3706.6697275817583,Community,16.22,14.16,2024-12-03 21:30:54.173103,,"71.409001, -22.481925",MockSource,Community,USD,https://placeholder.url
336,976,3699.403463385328,3699.403463385328,Nightlife,46.03,7.83,2024-12-05 22:00:54.184153,,"23.207592, 152.087432",MockSource,Nightlife,USD,https://placeholder.url
337,161,3691.711204901449,3691.711204901449,Networking,77.55,8.5,2024-12-05 22:00:54.170103,,"-42.741041, -51.902724",MockSource,Networking,USD,https://placeholder.url
338,264,3686.76,3686.76,Pets,23.11,31.33,2024-11-23 19:45:54.171103,,"-39.743812, 142.140005",MockSource,Pets,USD,https://placeholder.url
339,796,3678.792,3678.792,Wellness,63.78,58.06,2024-11-23 12:15:54.181180,,"-77.374359, -136.414562",MockSource,Wellness,USD,https://placeholder.url
340,896,3678.792,3678.792,Wellness,33.1,81.21,2024-11-23 12:15:54.183144,,"-24.318583, 149.77691",MockSource,Wellness,USD,https://placeholder.url
341,828,3639.0640000000003,3639.0640000000003,Wellness,25.84,53.78,2024-11-24 18:15:54.182140,,"-44.127103, 149.542361",MockSource,Wellness,USD,https://placeholder.url
342,791,3630.0400000000004,3630.0400000000004,Workshops,29.2,90.76,2024-11-23 18:15:54.181180,,"43.374948, 161.8416",MockSource,Workshops,USD,https://placeholder.url
343,88,3605.703552933594,3605.703552933594,Theater,142.24,0.12,2024-12-02 19:00:54.169103,,"-9.367836, -128.064513",MockSource,Theater,USD,https://placeholder.url
344,314,3599.536,3599.536,Exhibitions,23.29,70.18,2024-11-24 19:15:54.172103,,"32.593803, -62.813724",MockSource,Exhibitions,USD,https://placeholder.url
345,492,3599.1199461532437,3599.1199461532437,Family,21.63,9.71,2024-12-04 12:30:54.175103,,"88.504505, -45.410428",MockSource,Family,USD,https://placeholder.url
